V	DZ1	C1	Fn1	DZ2	C2	Fn2
-1.95392	0.2034	-4.68262E-11	1.2047E-10	0.7034	-1.65491E-11	4.07891E-11
-1.95375	0.2027	-4.6823E-11	1.20586E-10	0.7027	-1.6554E-11	4.08505E-11
-1.95358	0.2027	-4.68407E-11	1.20845E-10	0.7027	-1.6559E-11	4.09121E-11
-1.95342	0.202	-4.68375E-11	1.20961E-10	0.702	-1.65639E-11	4.09736E-11
-1.95325	0.202	-4.68552E-11	1.21222E-10	0.702	-1.65688E-11	4.10353E-11
-1.95308	0.2013	-4.68519E-11	1.21338E-10	0.7013	-1.65737E-11	4.10971E-11
-1.95292	0.2013	-4.68697E-11	1.216E-10	0.7013	-1.65786E-11	4.1159E-11
-1.95275	0.2006	-4.68664E-11	1.21715E-10	0.7006	-1.65835E-11	4.12209E-11
-1.95258	0.2006	-4.68842E-11	1.21979E-10	0.7006	-1.65884E-11	4.1283E-11
-1.95242	0.1999	-4.68808E-11	1.22094E-10	0.6999	-1.65933E-11	4.13451E-11
-1.95225	0.1999	-4.68986E-11	1.22359E-10	0.6999	-1.65982E-11	4.14073E-11
-1.95208	0.1992	-4.68951E-11	1.22474E-10	0.6992	-1.66031E-11	4.14696E-11
-1.95192	0.1992	-4.6913E-11	1.22739E-10	0.6992	-1.6608E-11	4.1532E-11
-1.95175	0.1985	-4.69095E-11	1.22854E-10	0.6985	-1.66128E-11	4.15944E-11
-1.95158	0.1985	-4.69274E-11	1.2312E-10	0.6985	-1.66177E-11	4.1657E-11
-1.95142	0.1978	-4.69238E-11	1.23234E-10	0.6978	-1.66226E-11	4.17196E-11
-1.95125	0.1978	-4.69417E-11	1.23501E-10	0.6978	-1.66275E-11	4.17823E-11
-1.95108	0.1971	-4.69381E-11	1.23615E-10	0.6971	-1.66323E-11	4.1845E-11
-1.95092	0.1971	-4.6956E-11	1.23883E-10	0.6971	-1.66372E-11	4.19079E-11
-1.95075	0.1964	-4.69523E-11	1.23997E-10	0.6964	-1.66421E-11	4.19708E-11
-1.95058	0.1964	-4.69704E-11	1.24265E-10	0.6964	-1.66469E-11	4.20338E-11
-1.95042	0.1957	-4.69666E-11	1.24379E-10	0.6957	-1.66518E-11	4.20968E-11
-1.95025	0.1957	-4.69846E-11	1.24647E-10	0.6957	-1.66567E-11	4.216E-11
-1.95008	0.195	-4.69808E-11	1.2476E-10	0.695	-1.66615E-11	4.22232E-11
-1.94992	0.195	-4.69989E-11	1.25029E-10	0.695	-1.66664E-11	4.22864E-11
-1.94975	0.1943	-4.69949E-11	1.25142E-10	0.6943	-1.66712E-11	4.23498E-11
-1.94958	0.1943	-4.70131E-11	1.25411E-10	0.6943	-1.66761E-11	4.24132E-11
-1.94942	0.1936	-4.70091E-11	1.25525E-10	0.6936	-1.66809E-11	4.24766E-11
-1.94925	0.1936	-4.70274E-11	1.25794E-10	0.6936	-1.66857E-11	4.25402E-11
-1.94908	0.1929	-4.70232E-11	1.25908E-10	0.6929	-1.66906E-11	4.26037E-11
-1.94892	0.1929	-4.70416E-11	1.26178E-10	0.6929	-1.66954E-11	4.26674E-11
-1.94875	0.1922	-4.70374E-11	1.26292E-10	0.6922	-1.67002E-11	4.27311E-11
-1.94858	0.1922	-4.70558E-11	1.26562E-10	0.6922	-1.67051E-11	4.27949E-11
-1.94842	0.1915	-4.70515E-11	1.26677E-10	0.6915	-1.67099E-11	4.28588E-11
-1.94825	0.1915	-4.70699E-11	1.26947E-10	0.6915	-1.67147E-11	4.29227E-11
-1.94808	0.1908	-4.70656E-11	1.27062E-10	0.6908	-1.67195E-11	4.29867E-11
-1.94792	0.1908	-4.70841E-11	1.27332E-10	0.6908	-1.67243E-11	4.30507E-11
-1.94775	0.1901	-4.70796E-11	1.27447E-10	0.6901	-1.67291E-11	4.31148E-11
-1.94758	0.1901	-4.70983E-11	1.27718E-10	0.6901	-1.6734E-11	4.3179E-11
-1.94742	0.1894	-4.70937E-11	1.27832E-10	0.6894	-1.67387E-11	4.32432E-11
-1.94725	0.1894	-4.71124E-11	1.28104E-10	0.6894	-1.67436E-11	4.33076E-11
-1.94708	0.1887	-4.71078E-11	1.28218E-10	0.6887	-1.67483E-11	4.33719E-11
-1.94692	0.1887	-4.71266E-11	1.28491E-10	0.6887	-1.67531E-11	4.34363E-11
-1.94675	0.188	-4.71219E-11	1.28604E-10	0.688	-1.67579E-11	4.35008E-11
-1.94658	0.188	-4.71407E-11	1.28879E-10	0.688	-1.67627E-11	4.35654E-11
-1.94642	0.1873	-4.71359E-11	1.28993E-10	0.6873	-1.67675E-11	4.36299E-11
-1.94625	0.1873	-4.71549E-11	1.29268E-10	0.6873	-1.67723E-11	4.36946E-11
-1.94608	0.1866	-4.715E-11	1.29382E-10	0.6866	-1.6777E-11	4.37593E-11
-1.94592	0.1866	-4.71691E-11	1.29659E-10	0.6866	-1.67818E-11	4.38241E-11
-1.94575	0.1859	-4.71641E-11	1.29773E-10	0.6859	-1.67866E-11	4.38889E-11
-1.94558	0.1859	-4.71833E-11	1.30051E-10	0.6859	-1.67914E-11	4.39538E-11
-1.94542	0.1852	-4.71783E-11	1.30166E-10	0.6852	-1.67961E-11	4.40187E-11
-1.94525	0.1852	-4.71975E-11	1.30444E-10	0.6852	-1.68009E-11	4.40837E-11
-1.94508	0.1845	-4.71924E-11	1.30559E-10	0.6845	-1.68056E-11	4.41487E-11
-1.94492	0.1845	-4.72118E-11	1.30837E-10	0.6845	-1.68104E-11	4.42137E-11
-1.94475	0.1838	-4.72066E-11	1.30952E-10	0.6838	-1.68151E-11	4.42788E-11
-1.94458	0.1838	-4.72261E-11	1.31231E-10	0.6838	-1.68199E-11	4.4344E-11
-1.94442	0.1831	-4.72208E-11	1.31347E-10	0.6831	-1.68246E-11	4.44092E-11
-1.94425	0.1831	-4.72404E-11	1.31625E-10	0.6831	-1.68293E-11	4.44745E-11
-1.94408	0.1824	-4.72351E-11	1.31741E-10	0.6824	-1.6834E-11	4.45397E-11
-1.94392	0.1824	-4.72548E-11	1.32021E-10	0.6824	-1.68388E-11	4.46051E-11
-1.94375	0.1817	-4.72494E-11	1.32138E-10	0.6817	-1.68435E-11	4.46705E-11
-1.94358	0.1817	-4.72692E-11	1.32417E-10	0.6817	-1.68482E-11	4.47359E-11
-1.94342	0.181	-4.72638E-11	1.32534E-10	0.681	-1.68529E-11	4.48014E-11
-1.94325	0.181	-4.72837E-11	1.32815E-10	0.681	-1.68576E-11	4.48669E-11
-1.94308	0.1803	-4.72783E-11	1.32932E-10	0.6803	-1.68623E-11	4.49325E-11
-1.94292	0.1803	-4.72983E-11	1.33212E-10	0.6803	-1.6867E-11	4.49981E-11
-1.94275	0.1796	-4.72928E-11	1.33329E-10	0.6796	-1.68717E-11	4.50637E-11
-1.94258	0.1796	-4.7313E-11	1.3361E-10	0.6796	-1.68764E-11	4.51294E-11
-1.94242	0.1789	-4.73074E-11	1.33727E-10	0.6789	-1.6881E-11	4.51951E-11
-1.94225	0.1789	-4.73277E-11	1.34009E-10	0.6789	-1.68857E-11	4.52609E-11
-1.94208	0.1782	-4.73221E-11	1.34125E-10	0.6782	-1.68904E-11	4.53267E-11
-1.94192	0.1782	-4.73425E-11	1.34408E-10	0.6782	-1.6895E-11	4.53926E-11
-1.94175	0.1775	-4.7337E-11	1.34525E-10	0.6775	-1.68997E-11	4.54584E-11
-1.94158	0.1775	-4.73575E-11	1.34808E-10	0.6775	-1.69044E-11	4.55244E-11
-1.94142	0.1768	-4.73519E-11	1.34925E-10	0.6768	-1.6909E-11	4.55903E-11
-1.94125	0.1768	-4.73725E-11	1.35209E-10	0.6768	-1.69136E-11	4.56563E-11
-1.94108	0.1761	-4.73669E-11	1.35326E-10	0.6761	-1.69183E-11	4.57223E-11
-1.94092	0.1761	-4.73877E-11	1.35611E-10	0.6761	-1.69229E-11	4.57884E-11
-1.94075	0.1754	-4.73821E-11	1.35728E-10	0.6754	-1.69275E-11	4.58545E-11
-1.94058	0.1754	-4.7403E-11	1.36013E-10	0.6754	-1.69321E-11	4.59207E-11
-1.94042	0.1747	-4.73974E-11	1.3613E-10	0.6747	-1.69367E-11	4.59868E-11
-1.94025	0.1747	-4.74184E-11	1.36414E-10	0.6747	-1.69414E-11	4.6053E-11
-1.94008	0.174	-4.74128E-11	1.36532E-10	0.674	-1.69459E-11	4.61192E-11
-1.93992	0.174	-4.7434E-11	1.36816E-10	0.674	-1.69505E-11	4.61855E-11
-1.93975	0.1733	-4.74284E-11	1.36934E-10	0.6733	-1.69551E-11	4.62518E-11
-1.93958	0.1733	-4.74497E-11	1.37217E-10	0.6733	-1.69597E-11	4.63182E-11
-1.93942	0.1726	-4.74442E-11	1.37336E-10	0.6726	-1.69643E-11	4.63845E-11
-1.93925	0.1726	-4.74656E-11	1.37619E-10	0.6726	-1.69688E-11	4.64509E-11
-1.93908	0.1719	-4.74601E-11	1.37738E-10	0.6719	-1.69734E-11	4.65174E-11
-1.93892	0.1719	-4.74816E-11	1.38021E-10	0.6719	-1.6978E-11	4.65838E-11
-1.93875	0.1712	-4.74761E-11	1.3814E-10	0.6712	-1.69825E-11	4.66503E-11
-1.93858	0.1712	-4.74978E-11	1.38422E-10	0.6712	-1.6987E-11	4.67169E-11
-1.93842	0.1705	-4.74923E-11	1.38542E-10	0.6705	-1.69916E-11	4.67834E-11
-1.93825	0.1705	-4.75141E-11	1.38823E-10	0.6705	-1.69961E-11	4.685E-11
-1.93808	0.1698	-4.75088E-11	1.38943E-10	0.6698	-1.70006E-11	4.69166E-11
-1.93792	0.1698	-4.75307E-11	1.39224E-10	0.6698	-1.70051E-11	4.69833E-11
-1.93775	0.1691	-4.75253E-11	1.39345E-10	0.6691	-1.70096E-11	4.705E-11
-1.93758	0.1691	-4.75474E-11	1.39625E-10	0.6691	-1.70142E-11	4.71167E-11
-1.93742	0.1684	-4.75421E-11	1.39746E-10	0.6684	-1.70186E-11	4.71835E-11
-1.93725	0.1684	-4.75643E-11	1.40025E-10	0.6684	-1.70231E-11	4.72503E-11
-1.93708	0.1677	-4.75591E-11	1.40148E-10	0.6677	-1.70276E-11	4.73171E-11
-1.93692	0.1677	-4.75814E-11	1.40427E-10	0.6677	-1.70321E-11	4.73839E-11
-1.93675	0.167	-4.75762E-11	1.40549E-10	0.667	-1.70365E-11	4.74508E-11
-1.93658	0.167	-4.75986E-11	1.40828E-10	0.667	-1.7041E-11	4.75177E-11
-1.93642	0.1663	-4.75935E-11	1.40951E-10	0.6663	-1.70455E-11	4.75846E-11
-1.93625	0.1663	-4.76161E-11	1.41229E-10	0.6663	-1.70499E-11	4.76516E-11
-1.93608	0.1656	-4.7611E-11	1.41353E-10	0.6656	-1.70543E-11	4.77186E-11
-1.93592	0.1656	-4.76337E-11	1.41631E-10	0.6656	-1.70588E-11	4.77856E-11
-1.93575	0.1649	-4.76288E-11	1.41755E-10	0.6649	-1.70632E-11	4.78526E-11
-1.93558	0.1649	-4.76515E-11	1.42033E-10	0.6649	-1.70676E-11	4.79197E-11
-1.93542	0.1642	-4.76467E-11	1.42158E-10	0.6642	-1.7072E-11	4.79868E-11
-1.93525	0.1642	-4.76695E-11	1.42436E-10	0.6642	-1.70764E-11	4.8054E-11
-1.93508	0.1635	-4.76647E-11	1.42561E-10	0.6635	-1.70808E-11	4.81212E-11
-1.93492	0.1635	-4.76877E-11	1.4284E-10	0.6635	-1.70852E-11	4.81884E-11
-1.93475	0.1628	-4.7683E-11	1.42966E-10	0.6628	-1.70896E-11	4.82556E-11
-1.93458	0.1628	-4.77061E-11	1.43244E-10	0.6628	-1.7094E-11	4.83229E-11
-1.93442	0.1621	-4.77015E-11	1.43371E-10	0.6621	-1.70983E-11	4.83902E-11
-1.93425	0.1621	-4.77246E-11	1.43649E-10	0.6621	-1.71027E-11	4.84575E-11
-1.93408	0.1614	-4.77201E-11	1.43778E-10	0.6614	-1.71071E-11	4.85249E-11
-1.93392	0.1614	-4.77433E-11	1.44056E-10	0.6614	-1.71114E-11	4.85923E-11
-1.93375	0.1607	-4.77389E-11	1.44185E-10	0.6607	-1.71158E-11	4.86596E-11
-1.93358	0.1607	-4.77622E-11	1.44463E-10	0.6607	-1.71201E-11	4.87271E-11
-1.93342	0.16	-4.77579E-11	1.44592E-10	0.66	-1.71244E-11	4.87945E-11
-1.93325	0.16	-4.77813E-11	1.4487E-10	0.66	-1.71288E-11	4.8862E-11
-1.93308	0.1593	-4.7777E-11	1.45E-10	0.6593	-1.71331E-11	4.89295E-11
-1.93292	0.1593	-4.78005E-11	1.45277E-10	0.6593	-1.71374E-11	4.8997E-11
-1.93275	0.1586	-4.77963E-11	1.45407E-10	0.6586	-1.71417E-11	4.90645E-11
-1.93258	0.1586	-4.78199E-11	1.45684E-10	0.6586	-1.7146E-11	4.91321E-11
-1.93242	0.1579	-4.78158E-11	1.45814E-10	0.6579	-1.71503E-11	4.91997E-11
-1.93225	0.1579	-4.78394E-11	1.46091E-10	0.6579	-1.71546E-11	4.92673E-11
-1.93208	0.1572	-4.78353E-11	1.46221E-10	0.6572	-1.71588E-11	4.93349E-11
-1.93192	0.1572	-4.7859E-11	1.46498E-10	0.6572	-1.71631E-11	4.94025E-11
-1.93175	0.1565	-4.78551E-11	1.46627E-10	0.6565	-1.71673E-11	4.94702E-11
-1.93158	0.1565	-4.78788E-11	1.46903E-10	0.6565	-1.71716E-11	4.95379E-11
-1.93142	0.1558	-4.78749E-11	1.47032E-10	0.6558	-1.71759E-11	4.96056E-11
-1.93125	0.1558	-4.78987E-11	1.47308E-10	0.6558	-1.71801E-11	4.96733E-11
-1.93108	0.1551	-4.78949E-11	1.47436E-10	0.6551	-1.71843E-11	4.9741E-11
-1.93092	0.1551	-4.79187E-11	1.47712E-10	0.6551	-1.71886E-11	4.98088E-11
-1.93075	0.1544	-4.7915E-11	1.47839E-10	0.6544	-1.71928E-11	4.98766E-11
-1.93058	0.1544	-4.79389E-11	1.48115E-10	0.6544	-1.7197E-11	4.99445E-11
-1.93042	0.1537	-4.79351E-11	1.48241E-10	0.6537	-1.72012E-11	5.00123E-11
-1.93025	0.1537	-4.79591E-11	1.48517E-10	0.6537	-1.72055E-11	5.00802E-11
-1.93008	0.153	-4.79554E-11	1.48643E-10	0.653	-1.72096E-11	5.0148E-11
-1.92992	0.153	-4.79794E-11	1.48918E-10	0.653	-1.72139E-11	5.0216E-11
-1.92975	0.1523	-4.79758E-11	1.49044E-10	0.6523	-1.7218E-11	5.02839E-11
-1.92958	0.1523	-4.79998E-11	1.49319E-10	0.6523	-1.72222E-11	5.03519E-11
-1.92942	0.1516	-4.79962E-11	1.49444E-10	0.6516	-1.72264E-11	5.04198E-11
-1.92925	0.1516	-4.80202E-11	1.4972E-10	0.6516	-1.72306E-11	5.04879E-11
-1.92908	0.1509	-4.80167E-11	1.49845E-10	0.6509	-1.72347E-11	5.05559E-11
-1.92892	0.1509	-4.80407E-11	1.50119E-10	0.6509	-1.72389E-11	5.0624E-11
-1.92875	0.1502	-4.80372E-11	1.50244E-10	0.6502	-1.72431E-11	5.0692E-11
-1.92858	0.1502	-4.80613E-11	1.50518E-10	0.6502	-1.72472E-11	5.07601E-11
-1.92842	0.1495	-4.80578E-11	1.50642E-10	0.6495	-1.72514E-11	5.08282E-11
-1.92825	0.1495	-4.80819E-11	1.50915E-10	0.6495	-1.72555E-11	5.08964E-11
-1.92808	0.1488	-4.80784E-11	1.51038E-10	0.6488	-1.72596E-11	5.09645E-11
-1.92792	0.1488	-4.81025E-11	1.5131E-10	0.6488	-1.72638E-11	5.10327E-11
-1.92775	0.1481	-4.8099E-11	1.51432E-10	0.6481	-1.72679E-11	5.11008E-11
-1.92758	0.1481	-4.81231E-11	1.51705E-10	0.6481	-1.7272E-11	5.1169E-11
-1.92742	0.1474	-4.81197E-11	1.51826E-10	0.6474	-1.72761E-11	5.12372E-11
-1.92725	0.1474	-4.81438E-11	1.52099E-10	0.6474	-1.72803E-11	5.13055E-11
-1.92708	0.1467	-4.81403E-11	1.52219E-10	0.6467	-1.72843E-11	5.13737E-11
-1.92692	0.1467	-4.81645E-11	1.52492E-10	0.6467	-1.72885E-11	5.1442E-11
-1.92675	0.146	-4.81609E-11	1.52611E-10	0.646	-1.72925E-11	5.15102E-11
-1.92658	0.146	-4.81851E-11	1.52885E-10	0.646	-1.72966E-11	5.15786E-11
-1.92642	0.1453	-4.81816E-11	1.53002E-10	0.6453	-1.73007E-11	5.16469E-11
-1.92625	0.1453	-4.82057E-11	1.53276E-10	0.6453	-1.73048E-11	5.17152E-11
-1.92608	0.1446	-4.82022E-11	1.53393E-10	0.6446	-1.73089E-11	5.17835E-11
-1.92592	0.1446	-4.82263E-11	1.53667E-10	0.6446	-1.73129E-11	5.18519E-11
-1.92575	0.1439	-4.82228E-11	1.53782E-10	0.6439	-1.7317E-11	5.19203E-11
-1.92558	0.1439	-4.82469E-11	1.54057E-10	0.6439	-1.73211E-11	5.19887E-11
-1.92542	0.1432	-4.82433E-11	1.54171E-10	0.6432	-1.73251E-11	5.20571E-11
-1.92525	0.1432	-4.82675E-11	1.54445E-10	0.6432	-1.73292E-11	5.21255E-11
-1.92508	0.1425	-4.82638E-11	1.54558E-10	0.6425	-1.73332E-11	5.21939E-11
-1.92492	0.1425	-4.8288E-11	1.54833E-10	0.6425	-1.73372E-11	5.22624E-11
-1.92475	0.1418	-4.82843E-11	1.54944E-10	0.6418	-1.73413E-11	5.23308E-11
-1.92458	0.1418	-4.83085E-11	1.55218E-10	0.6418	-1.73453E-11	5.23993E-11
-1.92442	0.1411	-4.83047E-11	1.55328E-10	0.6411	-1.73493E-11	5.24678E-11
-1.92425	0.1411	-4.83289E-11	1.55602E-10	0.6411	-1.73533E-11	5.25363E-11
-1.92408	0.1404	-4.8325E-11	1.5571E-10	0.6404	-1.73573E-11	5.26048E-11
-1.92392	0.1404	-4.83492E-11	1.55985E-10	0.6404	-1.73614E-11	5.26734E-11
-1.92375	0.1397	-4.83453E-11	1.56092E-10	0.6397	-1.73653E-11	5.27419E-11
-1.92358	0.1397	-4.83695E-11	1.56367E-10	0.6397	-1.73694E-11	5.28105E-11
-1.92342	0.139	-4.83656E-11	1.56472E-10	0.639	-1.73733E-11	5.2879E-11
-1.92325	0.139	-4.83898E-11	1.56748E-10	0.639	-1.73773E-11	5.29476E-11
-1.92308	0.1383	-4.83857E-11	1.56853E-10	0.6383	-1.73813E-11	5.30162E-11
-1.92292	0.1383	-4.84099E-11	1.57129E-10	0.6383	-1.73853E-11	5.30848E-11
-1.92275	0.1376	-4.84058E-11	1.57232E-10	0.6376	-1.73893E-11	5.31534E-11
-1.92258	0.1376	-4.84301E-11	1.5751E-10	0.6376	-1.73932E-11	5.32221E-11
-1.92242	0.1369	-4.84259E-11	1.57612E-10	0.6369	-1.73972E-11	5.32906E-11
-1.92225	0.1369	-4.84501E-11	1.57891E-10	0.6369	-1.74012E-11	5.33593E-11
-1.92208	0.1362	-4.84458E-11	1.57993E-10	0.6362	-1.74051E-11	5.34279E-11
-1.92192	0.1362	-4.84701E-11	1.58274E-10	0.6362	-1.74091E-11	5.34967E-11
-1.92175	0.1355	-4.84657E-11	1.58375E-10	0.6355	-1.7413E-11	5.35653E-11
-1.92158	0.1355	-4.849E-11	1.58657E-10	0.6355	-1.74169E-11	5.3634E-11
-1.92142	0.1348	-4.84856E-11	1.58757E-10	0.6348	-1.74209E-11	5.37026E-11
-1.92125	0.1348	-4.85098E-11	1.59041E-10	0.6348	-1.74248E-11	5.37714E-11
-1.92108	0.1341	-4.85053E-11	1.5914E-10	0.6341	-1.74287E-11	5.384E-11
-1.92092	0.1341	-4.85296E-11	1.59425E-10	0.6341	-1.74326E-11	5.39088E-11
-1.92075	0.1334	-4.8525E-11	1.59523E-10	0.6334	-1.74365E-11	5.39775E-11
-1.92058	0.1334	-4.85493E-11	1.59808E-10	0.6334	-1.74404E-11	5.40463E-11
-1.92042	0.1327	-4.85446E-11	1.59905E-10	0.6327	-1.74443E-11	5.41149E-11
-1.92025	0.1327	-4.8569E-11	1.60191E-10	0.6327	-1.74482E-11	5.41837E-11
-1.92008	0.132	-4.85642E-11	1.60287E-10	0.632	-1.74521E-11	5.42525E-11
-1.91992	0.132	-4.85886E-11	1.60573E-10	0.632	-1.7456E-11	5.43213E-11
-1.91975	0.1313	-4.85837E-11	1.60668E-10	0.6313	-1.74599E-11	5.439E-11
-1.91958	0.1313	-4.86081E-11	1.60955E-10	0.6313	-1.74638E-11	5.44588E-11
-1.91942	0.1306	-4.86032E-11	1.61049E-10	0.6306	-1.74676E-11	5.45275E-11
-1.91925	0.1306	-4.86276E-11	1.61336E-10	0.6306	-1.74715E-11	5.45964E-11
-1.91908	0.1299	-4.86226E-11	1.61429E-10	0.6299	-1.74753E-11	5.46651E-11
-1.91892	0.1299	-4.8647E-11	1.61717E-10	0.6299	-1.74792E-11	5.4734E-11
-1.91875	0.1292	-4.86419E-11	1.61809E-10	0.6292	-1.7483E-11	5.48027E-11
-1.91858	0.1292	-4.86664E-11	1.62098E-10	0.6292	-1.74869E-11	5.48716E-11
-1.91842	0.1285	-4.86612E-11	1.62188E-10	0.6285	-1.74907E-11	5.49404E-11
-1.91825	0.1285	-4.86858E-11	1.62477E-10	0.6285	-1.74946E-11	5.50092E-11
-1.91808	0.1278	-4.86805E-11	1.62567E-10	0.6278	-1.74984E-11	5.5078E-11
-1.91792	0.1278	-4.87051E-11	1.62857E-10	0.6278	-1.75022E-11	5.51469E-11
-1.91775	0.1271	-4.86997E-11	1.62946E-10	0.6271	-1.7506E-11	5.52157E-11
-1.91758	0.1271	-4.87243E-11	1.63237E-10	0.6271	-1.75098E-11	5.52846E-11
-1.91742	0.1264	-4.87189E-11	1.63325E-10	0.6264	-1.75136E-11	5.53534E-11
-1.91725	0.1264	-4.87435E-11	1.63617E-10	0.6264	-1.75174E-11	5.54224E-11
-1.91708	0.1257	-4.8738E-11	1.63703E-10	0.6257	-1.75212E-11	5.54912E-11
-1.91692	0.1257	-4.87627E-11	1.63997E-10	0.6257	-1.7525E-11	5.55601E-11
-1.91675	0.125	-4.87571E-11	1.64083E-10	0.625	-1.75288E-11	5.5629E-11
-1.91658	0.125	-4.87819E-11	1.64377E-10	0.625	-1.75326E-11	5.5698E-11
-1.91642	0.1243	-4.87762E-11	1.64462E-10	0.6243	-1.75363E-11	5.57668E-11
-1.91625	0.1243	-4.8801E-11	1.64757E-10	0.6243	-1.75401E-11	5.58358E-11
-1.91608	0.1236	-4.87953E-11	1.64841E-10	0.6236	-1.75438E-11	5.59047E-11
-1.91592	0.1236	-4.88201E-11	1.65137E-10	0.6236	-1.75476E-11	5.59738E-11
-1.91575	0.1229	-4.88143E-11	1.6522E-10	0.6229	-1.75513E-11	5.60427E-11
-1.91558	0.1229	-4.88392E-11	1.65516E-10	0.6229	-1.75551E-11	5.61117E-11
-1.91542	0.1222	-4.88333E-11	1.65598E-10	0.6222	-1.75588E-11	5.61807E-11
-1.91525	0.1222	-4.88582E-11	1.65895E-10	0.6222	-1.75625E-11	5.62498E-11
-1.91508	0.1215	-4.88523E-11	1.65977E-10	0.6215	-1.75663E-11	5.63187E-11
-1.91492	0.1215	-4.88772E-11	1.66273E-10	0.6215	-1.757E-11	5.63878E-11
-1.91475	0.1208	-4.88713E-11	1.66354E-10	0.6208	-1.75737E-11	5.64568E-11
-1.91458	0.1208	-4.88962E-11	1.66652E-10	0.6208	-1.75774E-11	5.65259E-11
-1.91442	0.1201	-4.88902E-11	1.66732E-10	0.6201	-1.75811E-11	5.65949E-11
-1.91425	0.1201	-4.89152E-11	1.67029E-10	0.6201	-1.75848E-11	5.66641E-11
-1.91408	0.1194	-4.89092E-11	1.67109E-10	0.6194	-1.75885E-11	5.67331E-11
-1.91392	0.1194	-4.89342E-11	1.67407E-10	0.6194	-1.75922E-11	5.68023E-11
-1.91375	0.1187	-4.89281E-11	1.67485E-10	0.6187	-1.75959E-11	5.68713E-11
-1.91358	0.1187	-4.89531E-11	1.67784E-10	0.6187	-1.75996E-11	5.69406E-11
-1.91342	0.118	-4.8947E-11	1.67861E-10	0.618	-1.76032E-11	5.70096E-11
-1.91325	0.118	-4.8972E-11	1.6816E-10	0.618	-1.76069E-11	5.70789E-11
-1.91308	0.1173	-4.89658E-11	1.68236E-10	0.6173	-1.76105E-11	5.7148E-11
-1.91292	0.1173	-4.89909E-11	1.68535E-10	0.6173	-1.76142E-11	5.72173E-11
-1.91275	0.1166	-4.89847E-11	1.6861E-10	0.6166	-1.76178E-11	5.72864E-11
-1.91258	0.1166	-4.90097E-11	1.68909E-10	0.6166	-1.76215E-11	5.73557E-11
-1.91242	0.1159	-4.90035E-11	1.68983E-10	0.6159	-1.76251E-11	5.74249E-11
-1.91225	0.1159	-4.90285E-11	1.69282E-10	0.6159	-1.76288E-11	5.74942E-11
-1.91208	0.1152	-4.90223E-11	1.69355E-10	0.6152	-1.76324E-11	5.75634E-11
-1.91192	0.1152	-4.90473E-11	1.69655E-10	0.6152	-1.7636E-11	5.76328E-11
-1.91175	0.1145	-4.9041E-11	1.69727E-10	0.6145	-1.76396E-11	5.7702E-11
-1.91158	0.1145	-4.9066E-11	1.70027E-10	0.6145	-1.76433E-11	5.77714E-11
-1.91142	0.1138	-4.90597E-11	1.70098E-10	0.6138	-1.76468E-11	5.78407E-11
-1.91125	0.1138	-4.90847E-11	1.70399E-10	0.6138	-1.76505E-11	5.79102E-11
-1.91108	0.1131	-4.90783E-11	1.70469E-10	0.6131	-1.7654E-11	5.79795E-11
-1.91092	0.1131	-4.91033E-11	1.7077E-10	0.6131	-1.76577E-11	5.80489E-11
-1.91075	0.1124	-4.90969E-11	1.70839E-10	0.6124	-1.76612E-11	5.81183E-11
-1.91058	0.1124	-4.91218E-11	1.7114E-10	0.6124	-1.76648E-11	5.81878E-11
-1.91042	0.1117	-4.91154E-11	1.71209E-10	0.6117	-1.76684E-11	5.82571E-11
-1.91025	0.1117	-4.91403E-11	1.7151E-10	0.6117	-1.7672E-11	5.83267E-11
-1.91008	0.111	-4.91338E-11	1.71579E-10	0.611	-1.76755E-11	5.8396E-11
-1.90992	0.111	-4.91587E-11	1.71879E-10	0.611	-1.76791E-11	5.84656E-11
-1.90975	0.1103	-4.91522E-11	1.71948E-10	0.6103	-1.76826E-11	5.8535E-11
-1.90958	0.1103	-4.9177E-11	1.72249E-10	0.6103	-1.76862E-11	5.86045E-11
-1.90942	0.1096	-4.91705E-11	1.72318E-10	0.6096	-1.76897E-11	5.86739E-11
-1.90925	0.1096	-4.91951E-11	1.7262E-10	0.6096	-1.76933E-11	5.87435E-11
-1.90908	0.1089	-4.91886E-11	1.72688E-10	0.6089	-1.76968E-11	5.88129E-11
-1.90892	0.1089	-4.92132E-11	1.72991E-10	0.6089	-1.77003E-11	5.88825E-11
-1.90875	0.1082	-4.92067E-11	1.73058E-10	0.6082	-1.77038E-11	5.89519E-11
-1.90858	0.1082	-4.92312E-11	1.73361E-10	0.6082	-1.77074E-11	5.90215E-11
-1.90842	0.1075	-4.92246E-11	1.73427E-10	0.6075	-1.77109E-11	5.90909E-11
-1.90825	0.1075	-4.9249E-11	1.73731E-10	0.6075	-1.77144E-11	5.91605E-11
-1.90808	0.1068	-4.92424E-11	1.73796E-10	0.6068	-1.77179E-11	5.923E-11
-1.90792	0.1068	-4.92667E-11	1.74099E-10	0.6068	-1.77214E-11	5.92996E-11
-1.90775	0.1061	-4.926E-11	1.74163E-10	0.6061	-1.77248E-11	5.9369E-11
-1.90758	0.1061	-4.92842E-11	1.74466E-10	0.6061	-1.77283E-11	5.94386E-11
-1.90742	0.1054	-4.92775E-11	1.74528E-10	0.6054	-1.77318E-11	5.9508E-11
